DESTINO,ORIGEN,CANTIDAD,FOBDOL,FOBPES
USA,AXM,95,104645,422470536
PAN,AXM,12,12125,48952665
DEU,BOG,480,3000,12111570
DEU,BOG,90,634,2561597
DEU,BOG,60,228,920479
DEU,BOG,270,940,3796977
DEU,BOG,1204,6903,27612298
DEU,BOG,64,296,1195008
DEU,BOG,32,9256,36845082
DEU,BOG,9,5175,20599967
DEU,BOG,9,3267,13004849
DEU,BOG,16,4560,18151855
DEU,BOG,1380,1094,4347840
DEU,BOG,28995,15999,65473597
DEU,BOG,50,4930,20294789
DEU,BOG,245,54726,225284504
DEU,BOG,20,6256,25753387
DEU,BOG,20,3604,14836190
DEU,BOG,20,4216,17355543
DEU,BOG,20,3332,13716478
DEU,BOG,20,3332,13716478
DEU,BOG,100,7780,32027070
DEU,BOG,1088,157774,636965634
DEU,BOG,1,2526,10080297
DEU,BOG,27,60,247063
DEU,BOG,9,20,82354
DEU,BOG,1300,200,811388
DEU,BOG,38160,6102,24935734
DEU,BOG,62,99872,405667866
DEU,BOG,5600,1008,4098316
DEU,BOG,12480,2246,9133391
DEU,BOG,13,1484,5883801
DEU,BOG,2560,461,1870917
DEU,BOG,50,18500,74688015
DEU,BOG,44787,13918,56397252
DEU,BOG,1800,297,1181121
DEU,BOG,10080,1808,7210408
DEU,BOG,16,50,199764
DEU,BOG,38,104,412211
DEU,BOG,20,50,198178
DEU,BOG,82,320,1268342
DEU,BOG,24,88,348794
DEU,BOG,120,583,2310761
DEU,BOG,1198,5380,21324403
DEU,BOG,13,70,277450
DEU,BOG,8,28,112962
DEU,BOG,2,287,1183314
DEU,BOG,1,568,2339582
DEU,BOG,1,194,799401
DEU,BOG,986,88155,362897703
DEU,BOG,9,326,1340156
DEU,BOG,1,41,168863
DEU,BOG,2,6331,26063613
DEU,BOG,6,6874,28296781
DEU,BOG,1,372,1531010
DEU,BOG,5,8753,36012709
DEU,BOG,19660,6549,26330876
DEU,BOG,3,2238,9052867
DEU,BOG,2,747,2960708
DEU,BOG,4,450,1787798
DEU,BOG,1,1457,5997872
DEU,BOG,1,374,1540387
DEU,BOG,38,7457,30514581
DEU,BOG,1,50,200253
DEU,BOG,1,50,200253
DEU,BOG,21600,2943,11881046
DEU,BOG,58200,8776,35547304
DEU,BOG,560,4922,20140648
DEU,BOG,810,3487,13914183
DEU,BOG,3,10316,41005041
DEU,BOG,4,13933,56388384
DEU,BOG,5,18860,76329911
DEU,BOG,6000,1140,4648282
DEU,BOG,14400,2736,11155876
DEU,BOG,0,27,106493
DEU,BOG,1,83,329257
DEU,BOG,1,514,2044667
DEU,BOG,5,21,85186
DEU,BOG,16,95,379343
DEU,BOG,8,39,153359
DEU,BOG,3,23,90274
DEU,BOG,1,8,31960
DEU,BOG,2,2,6837
DEU,BOG,2,51,203167
DEU,BOG,2,73,289665
DEU,BOG,2,355,1409726
DEU,BOG,1,122,485597
DEU,BOG,1,74,292209
DEU,BOG,1,334,1329032
DEU,BOG,20,643,2555824
DEU,BOG,1,26,102239
DEU,BOG,29,5556,22086196
DEU,BOG,0,2,8586
DEU,BOG,2,9498,39078390
DEU,BOG,1,1824,7502860
DEU,BOG,5,14005,57619150
DEU,BOG,145,725,2941282
DEU,BOG,2,21968,87323982
DEU,BOG,101,6315,25102216
DEU,BOG,16,26255,106187801
DEU,BOG,24320,4717,19232469
DEU,BOG,3231,4972,19773047
DEU,BOG,58360,10577,43436054
DEU,BOG,1,5471,21652485
DEU,BOG,10530,1895,7693329
DEU,BOG,79320,14443,57579527
DEU,BOG,2050,369,1467454
DEU,BOG,11100,2781,11058001
DEU,BOG,2250,1202,4918981
DEU,BOG,1,924,3657454
DEU,BOG,510,770,3062564
DEU,BOG,978,5514,22482189
DEU,BOG,300,1918,7899003
DEU,BOG,3,28040,111463153
DEU,BOG,11,113982,453086761
DEU,BOG,1,44999,183219947
DEU,BOG,1,300,1213353
DEU,BOG,1056,6336,26068141
DEU,BOG,1836,9949,40708065
DEU,BOG,200,1200,4937148
DEU,BOG,1224,6357,26154542
DEU,BOG,12,47,191233
DEU,BOG,2139,12960,52717346
DEU,BOG,597,1622,6579112
DEU,BOG,16172,96475,392943488
DEU,BOG,6400,832,3332210
DEU,BOG,9,48,189657
DEU,BOG,48,291,1154192
DEU,BOG,12,40,156561
DEU,BOG,280,2114,8378987
DEU,BOG,118,868,3441489
DEU,BOG,25,129,511301
DEU,BOG,34,216,857320
DEU,BOG,262,1873,7423767
DEU,BOG,145,958,3797695
DEU,BOG,59,54077,219065628
DEU,BOG,400,114,460240
DEU,BOG,10440,1670,6743722
DEU,BOG,91440,13691,55141540
DEU,BOG,559,4740,19398995
DEU,BOG,2720,370,1497107
DEU,BOG,4420,606,2450687
DEU,BOG,5780,751,3009402
DEU,BOG,9520,1238,4956662
DEU,BOG,4760,1482,5901343
DEU,BOG,11970,1915,7591029
DEU,BOG,58440,9350,37060965
DEU,BOG,8160,2448,9767251
DEU,BOG,4,4400,17981766
DEU,BOG,1820,14875,58958104
DEU,BOG,1280,13,51071
DEU,BOG,16070,4556,18435491
DEU,BOG,8050,2459,9790060
DEU,BOG,3334,2858384,11575369464
DEU,BOG,435,8232,33294892
DEU,BOG,2261524,30131,122504692
DEU,BOG,107804,1112,4496039
ARM,BOG,50,0,2028
ARM,BOG,100,10,39807
ARM,BOG,70,7,27865
ARM,BOG,60,6,23884
ARM,BOG,12,15,59710
ARM,BOG,400,68,270306
ARM,BOG,8640,2678,10813210
ARM,BOG,400,74,301731
ARM,BOG,1800,331,1349633
ARM,BOG,560,1838,7474548
ARM,BOG,60,138,561079
ARM,BOG,970,155,617206
ARM,BOG,38505,5842,23233693
ARM,BOG,400,4,15907
ARM,BOG,2900,437,1773004
ARM,BOG,3950,580,2351240
ARM,BOG,200,64,258380
ARM,BOG,800,144,572413
ARM,BOG,1050,160,649347
ARM,BOG,2100,325,1319999
ARM,BOG,76,2,6171
ABW,BOG,1,76,303299
ABW,BOG,4,182,723466
ABW,BOG,240,10598,42128004
ABW,BOG,9,748,2971777
ABW,BOG,3,183,726249
ABW,BOG,2,127,506426
ABW,BOG,9,422,1677885
ABW,BOG,3,205,815291
ABW,BOG,33,2272,9032199
ABW,BOG,25,998,3965152
ABW,BOG,15,108,428515
ABW,BOG,1,18,72347
ABW,BOG,2842,799,3242469
ABW,BOG,2639,803,3255775
ABW,BOG,1734,899,3646215
ABW,BOG,184,705,2861076
ABW,BOG,1500,2858,11559210
ABW,BOG,2,7225,28720025
ABW,BOG,1,5054,20090105
ABW,BOG,600,3600,14363604
ABW,BOG,73,3948,15624326
ABW,BOG,106,5000,19789483
ABW,BOG,158,3617,14313513
ABW,BOG,205,9321,36890374
ABW,BOG,63,3664,14500636
ABW,BOG,10,3,12180
ABW,BOG,9868,6221,25116328
ABW,BOG,219,285,1150034
ABW,BOG,877,1139,4600095
ABW,BOG,1316,524,2116012
ABW,BOG,657,456,1839990
ABW,BOG,25655,5663,22864545
ABW,BOG,112,1738,7015102
ABW,BOG,10,4,16020
ABW,BOG,8,4,16020
ABW,BOG,26,8,32040
ABW,BOG,10,4,16020
ABW,BOG,5,2,8010
ABW,BOG,12,4,16020
ABW,BOG,12,2,8010
ABW,BOG,4325,1384,5627053
ABW,BOG,3280,1459,5931174
ABW,BOG,6160,1544,6231726
ABW,BOG,804,427,1724647
ABW,BOG,268,57,229958
ABW,BOG,536,114,459917
ABW,BOG,7767,1677,6772023
ABW,BOG,105,997,4024150
ABW,BOG,1,2003,8020934
ABW,BOG,90,184,741135
ABW,BOG,75,170,683459
ABW,BOG,252,549,2211129
ABW,BOG,29600,44566,178966386
ABW,BOG,1160,162,662844
ABW,BOG,5700,1896,7603896
ABW,BOG,1280,323,1316953
ABW,BOG,4850,2600,10443844
ABW,BOG,100,18,74119
ABW,BOG,2700,1314,5273260
ABW,BOG,255,150,613091
ABW,BOG,2584,2764,11073408
ABW,BOG,212,3742,15156034
ABW,BOG,30,61,250901
ABW,BOG,25,57,231339
ABW,BOG,84,183,749142
ABW,BOG,62,239,950047
ABW,BOG,2,23,89599
ABW,BOG,67,357,1417756
ABW,BOG,8,40,160395
ABW,BOG,1058,5150,20470243
ABW,BOG,10,61,244055
ABW,BOG,105,57,225027
ABW,BOG,27,183,728701
ABW,BOG,560,466202,1869878521
BIH,BOG,800,136,552947
BIH,BOG,400,60,242158
BIH,BOG,800,115,466753
BIH,BOG,39910,11157,44350079
BIH,BOG,11700,1404,5581026
AIA,BOG,2,1730,6885285
ATG,BOG,2,366,1465051
ATG,BOG,70,5255,21044908
ATG,BOG,232,4580,18344456
ATG,BOG,6,426,1707597
ATG,BOG,6,279,1117412
ATG,BOG,150,2058,8241212
ATG,BOG,20,880,3523572
ATG,BOG,116,4927,19734132
ATG,BOG,158,2353,9425268
ATG,BOG,41,2831,11337324
ATG,BOG,142,1394,5581692
ATG,BOG,6,115,460181
SAU,BOG,4968,3372,13801301
SAU,BOG,1400,900,3654135
SAU,BOG,4800,576,2329638
SAU,BOG,26619,20228,82469404
SAU,BOG,602,4409,17882806
SAU,BOG,120,485,1921539
SAU,BOG,46,272,1077536
SAU,BOG,40,183,725333
SAU,BOG,53,222,878961
SAU,BOG,81,250,989902
SAU,BOG,25,148,588590
SAU,BOG,57,290,1151219
SAU,BOG,20,90,356721
SAU,BOG,3180,2203,8942886
SAU,BOG,3934,3390,13606905
SAU,BOG,85,744,2968478
SAU,BOG,13450,4754,19573534
SAU,BOG,2400,456,1877676
SAU,BOG,300,96,395300
SAU,BOG,800,256,1054134
SAU,BOG,1290,1258,5182138
SAU,BOG,1000,334,1375315
SAU,BOG,1430,4050,16676726
SAU,BOG,1,13078,53323456
SAU,BOG,89,10548,42690940
SAU,BOG,10,7832,31131315
SAU,BOG,12960,65027,259449779
SAU,BOG,28,80,323756
SAU,BOG,10880,36260,147985018
SAU,BOG,90,398,1638516
SAU,BOG,300,754,3080697
SAU,BOG,98,129,524571
SAU,BOG,60,340,1399105
SAU,BOG,375,2007,8206320
SAU,BOG,76,263,1074211
SAU,BOG,2720,25845,104559259
SAU,BOG,7970,35930,142824984
SAU,BOG,1440,20640,82686730
SAU,BOG,2,3796,15089442
SAU,BOG,70,568,2292761
ARG,BOG,25480,2548,10099176
ARG,BOG,31650,9234,37787552
ARG,BOG,26200,5134,20726933
ARG,BOG,58800,10022,39837358
ARG,BOG,80,1210,4893857
ARG,BOG,150,5965,24410748
ARG,BOG,24,25290,102601757
ARG,BOG,6,7299,28931286
ARG,BOG,278,3414,14054038
ARG,BOG,441,5918,23890799
ARG,BOG,960,20723,83703340
ARG,BOG,4,2540,10173413
ARG,BOG,73,1328,5363044
ARG,BOG,9533,68659,279952219
ARG,BOG,3,4516,18230416
ARG,BOG,1,959,3880814
ARG,BOG,2,5906,23842554
ARG,BOG,4,620,2501039
ARG,BOG,1,200,805419
ARG,BOG,1,228,921448
ARG,BOG,1700,102,405459
ARG,BOG,10,63,255150
ARG,BOG,2,2,9851
ARG,BOG,10,2124,8573498
ARG,BOG,0,18,70974
ARG,BOG,126,8,30052
ARG,BOG,0,38,151435
ARG,BOG,24,1532,6183481
ARG,BOG,0,46,184500
ARG,BOG,0,0,1938
ARG,BOG,2,6747,27238033
ARG,BOG,1,20810,84013924
ARG,BOG,0,41,166736
ARG,BOG,0,40,159004
ARG,BOG,0,35,137777
ARG,BOG,0,75,298132
ARG,BOG,5,23,95531
ARG,BOG,4200,214,864046
ARG,BOG,13150,1788,7214102
ARG,BOG,400,306,1234352
ARG,BOG,14875,4418,17821461
ARG,BOG,6125,674,2717793
ARG,BOG,880,510,2058867
ARG,BOG,10120,2366,9557932
ARG,BOG,16975,1867,7688794
ARG,BOG,1,34,137789
ARG,BOG,10,134,540176
ARG,BOG,2,830,3352402
ARG,BOG,28,2584,10432705
ARG,BOG,1,240,967109
ARG,BOG,11,1450,5854208
ARG,BOG,1,2922,11795256
ARG,BOG,17,1117,4509259
ARG,BOG,3,212,856046
ARG,BOG,2,200,806065
ARG,BOG,5,2479,10144068
ARG,BOG,5000,24000,97068240
ARG,BOG,112000,3252,13307930
ARG,BOG,33,75,304772
ARG,BOG,125,92,375801
ARG,BOG,0,222,903459
ARG,BOG,238,923,3698433
ARG,BOG,2290,1903119,7637141251
AUS,BOG,1980,302,1237398
AUS,BOG,3080,862,3428118
AUS,BOG,6450,3753,15358514
AUS,BOG,34,3316,13201494
AUS,BOG,5,1168,4651015
AUS,BOG,4,1280,5095258
AUS,BOG,5,586,2334265
AUS,BOG,14,1360,5413711
AUS,BOG,965,708,2886828
AUS,BOG,60,111764,447621045
AUS,BOG,6,626,2578632
AUS,BOG,9,2016,8299045
AUS,BOG,9,2884,11870599
AUS,BOG,7,1757,7232025
AUS,BOG,7,1267,5216543
AUS,BOG,6000,2969,12038660
AUS,BOG,15800,5492,21767926
AUS,BOG,219242,32724,133920290
AUS,BOG,32360,5864,23835206
AUS,BOG,500,138,560244
AUS,BOG,226,1405,5784806
AUS,BOG,477,12681,51683810
AUS,BOG,1,62,249061
AUS,BOG,208,1300,5267813
AUS,BOG,349,1209,4840275
AUS,BOG,129,195,788265
AUS,BOG,1,96,389486
AUS,BOG,1422,37831,153016357
AUS,BOG,40,494,1994089
AUS,BOG,558,14094,57120489
AUS,BOG,5178,76780,310114670
AUS,BOG,71,1828,7378207
AUS,BOG,169,2034,8211887
AUS,BOG,22,73,295119
AUS,BOG,358,3013,12165265
AUS,BOG,30,880,3623173
AUS,BOG,467,9276,38194354
AUS,BOG,211,2357,9704907
AUS,BOG,10,137,565773
AUS,BOG,1008,9478,39027820
AUS,BOG,293,13824,56205481
AUS,BOG,22,202,816343
AUS,BOG,25600,9432,38048496
AUS,BOG,1216,791,3236624
AUS,BOG,600,192,775140
AUS,BOG,15000,11550,47266412
AUS,BOG,20,12894,53092600
AUS,BOG,127,2436,9826410
AUS,BOG,8,114,459857
AUS,BOG,83,3313,13510027
AUS,BOG,1,2800,11331908
AUS,BOG,27150,6555,26614283
AUS,BOG,480,624,2533534
AUS,BOG,2360,4119,16777721
AUS,BOG,1080,1912,7761383
AUS,BOG,50,176,712556
AUS,BOG,23400,3372,13690826
AUS,BOG,1700,357,1449474
AUS,BOG,75,151,612068
AUS,BOG,112,988,4011428
AUS,BOG,4767,1289,5109357
AUS,BOG,9000,2428,9638288
AUS,BOG,102575,32397,130552929
AUS,BOG,18000,3700,14705845
AUS,BOG,340,459,1863609
AUS,BOG,33,3,12708
AUS,BOG,30,3630,14538368
AUS,BOG,5700,1667,6662189
AUS,BOG,8250,1740,6916657
AUS,BOG,1400,376,1517983
AUS,BOG,5400,810,3293727
AUS,BOG,1186,7798,32099111
AUS,BOG,44,3341,13281650
AUS,BOG,33,1356,5390818
AUS,BOG,300,15,59848
AUS,BOG,9200,1814,7467494
AUS,BOG,1,11655,47978856
AUS,BOG,93630,17819,71938285
AUS,BOG,255040,72546,292881986
AUS,BOG,18376,6520,25916315
AUS,BOG,45500,8962,35624757
AUS,BOG,50,168753,682960902
AUS,BOG,552,4601,18211125
AUS,BOG,1462,30460,123195775
AUS,BOG,3,390,1574504
AUS,BOG,8,2304,9301686
AUS,BOG,6,1548,6249570
AUS,BOG,6,1800,7266942
AUS,BOG,38,8152,32911173
AUS,BOG,12,3192,12886710
AUS,BOG,14,2356,9511620
AUS,BOG,2,516,2083190
AUS,BOG,4,1288,5199901
AUT,BOG,13080,2224,9066596
AUT,BOG,25740,4376,17842062
AUT,BOG,128,119334,491247299
AUT,BOG,20160,3202,12922126
AUT,BOG,72460,10959,44154375
AUT,BOG,160,2,6454
AUT,BOG,380,4,15329
AZE,BOG,7179,5070,20631407
AZE,BOG,32,77,312253
AZE,BOG,1,18656,76344544
AZE,BOG,1,17252,70600877
AZE,BOG,1,12717,52042161
AZE,BOG,1400,308,1243455
AZE,BOG,1000,320,1291901
AZE,BOG,432,35,141431
AZE,BOG,6400,855,3478202
AZE,BOG,56300,7909,32158041
BHS,BOG,192,8418,33985025
BHS,BOG,200,9066,36603183
BHS,BOG,682,7681,31007719
BHS,BOG,219,15430,62293236
BHS,BOG,587,8240,33264911
BHS,BOG,3,2847,11493355
BHR,BOG,3468,2268,8989377
BHR,BOG,8237,3636,14800766
BHR,BOG,480,134,550009
BHR,BOG,931,240,987982
BHR,BOG,541,51500,212004385
BHR,BOG,1006,317,1278659
BHR,BOG,3774,543,2192033
BHR,BOG,36,98,391308
BHR,BOG,6,30,117305
BHR,BOG,82,231,917252
BHR,BOG,7,31,124460
BHR,BOG,18500,4520,17992628
BHR,BOG,16762,2154,8561787
BHR,BOG,4558,834,3339726
BHR,BOG,11875,2969,12104900
BHR,BOG,103900,15657,62968945
BHR,BOG,7500,750,3054730
BHR,BOG,4000,800,3247195
BHR,BOG,920,120,482446
BHR,BOG,4110,2743,11295908
BHR,BOG,6180,1746,7120005
BHR,BOG,328,4180,17054501
BRB,BOG,58,5785,23672656
BEL,BOG,80,530,2124284
BEL,BOG,160,462,1851940
BEL,BOG,69,200,799570
BEL,BOG,169,977,3912783
BEL,BOG,1,40,162406
BEL,BOG,2,100,400506
BEL,BOG,448,3504,14146314
BEL,BOG,150,1275,5147417
BEL,BOG,2646,13837,54844909
BEL,BOG,1,1312,5220768
BEL,BOG,544,22280,88564210
BEL,BOG,3,4623,18918596
BEL,BOG,6,1384,5585695
BMU,BOG,36,493,2018337
BMU,BOG,481,21889,89575988
BMU,BOG,210,3786,15495526
BMU,BOG,6,199,814701
BMU,BOG,8,166,679654
BMU,BOG,41,533,2181294
BLR,BOG,26104,26089,106376903
BLR,BOG,95350,33270,136998188
BLR,BOG,2800,532,2190622
BLR,BOG,56350,10820,44555681
BLR,BOG,15200,2612,10605152
BLR,BOG,66150,22181,91051890
BLR,BOG,2200,418,1721203
BLR,BOG,108250,20660,84889335
BLR,BOG,1936,5902,23997919
BLR,BOG,212,436,1774311
BLR,BOG,10000,3654,15046112
BLR,BOG,750,142,586774
BLR,BOG,2100,399,1642966
BLR,BOG,960,309,1271549
BLR,BOG,12800,1626,6578982
BLR,BOG,400,44,176742
BLR,BOG,11150,1461,5814366
BLR,BOG,5600,728,2987894
BLR,BOG,26950,3462,14151484
BLR,BOG,24225,5956,23673648
BLR,BOG,33900,4591,18249241
BLR,BOG,13200,1757,6985227
BLR,BOG,70,36,147315
BLR,BOG,500,1,4117
BLR,BOG,43300,5573,22584559
BLR,BOG,559350,73347,296931698
BLR,BOG,1000,190,768951
BLR,BOG,130,179,717488
BLR,BOG,100,26,101507
BLR,BOG,315,462,1852611
BLR,BOG,200,61,243617
BLR,BOG,2,29,115041
BOL,BOG,300,1338,5397265
BOL,BOG,1160,4610,18596763
BOL,BOG,827,5736,23139783
BOL,BOG,480,2282,9137945
BOL,BOG,160,510,2044183
BOL,BOG,160,452,1810287
BOL,BOG,320,1438,5757674
BOL,BOG,160,1011,4049917
BOL,BOG,640,2032,8138282
BOL,BOG,800,4838,19378082
BOL,BOG,160,1040,4164461
BOL,BOG,6,75,308744
BOL,BOG,353,10578,43547183
BOL,BOG,3,9,36304
BOL,BOG,1,4,16135
BOL,BOG,2,10,40338
BOL,BOG,12,1639,6564293
BOL,BOG,4750,14120,56128271
BOL,BOG,21,139,551899
BOL,BOG,49,134,541439
BOL,BOG,8,39,156094
BOL,BOG,160,595,2361474
BOL,BOG,9,36,144143
BOL,BOG,437,1140,4581771
BOL,BOG,9,30,121578
BOL,BOG,62,166,663774
BOL,BOG,75,171,692744
BOL,BOG,51,185,732187
BOL,BOG,10,103,405751
BOL,BOG,1112,2763,10993193
BOL,BOG,4,76,302215
BOL,BOG,269,973,3857551
BOL,BOG,48,129,513185
BOL,BOG,3,147,582782
BOL,BOG,45,492,1947025
BOL,BOG,12,212,837306
BOL,BOG,5,31,124773
BOL,BOG,5,36,145805
BOL,BOG,2,61,242216
BOL,BOG,1,19,76385
BOL,BOG,11,108,437333
BOL,BOG,24,223,882741
BOL,BOG,22,173,684694
BOL,BOG,31,405,1603411
BOL,BOG,19,99,391028
BOL,BOG,325,1365,5457483
BOL,BOG,5,18,71790
BOL,BOG,44,161,650879
BOL,BOG,63,276,1097017
BOL,BOG,90,301,1190972
BOL,BOG,10,1233,4986072
BOL,BOG,1200,780,3154718
BOL,BOG,590,153,620428
BOL,BOG,1683,4412,18056956
BOL,BOG,738,1910,7817578
BOL,BOG,586,3133,12819715
BOL,BOG,335,2227,8852088
BOL,BOG,161,305,1227595
BOL,BOG,3350,7601,30263185
BOL,BOG,34,74,295309
BOL,BOG,40,72,285252
BOL,BOG,216,490,1947635
BOL,BOG,819,1539,6163280
BOL,BOG,79,177,715642
BOL,BOG,36,82,329403
BOL,BOG,125,238,949594
BOL,BOG,278,532,2143214
BOL,BOG,175,332,1331494
BOL,BOG,195,416,1660999
BOL,BOG,149,2025,8129957
BOL,BOG,111,1064,4287142
BOL,BOG,1402,154796,619426891
BOL,BOG,108,10077,39883319
BOL,BOG,46,5714,23508724
BOL,BOG,536,64282,264472979
BOL,BOG,709,65883,271061480
BOL,BOG,44,4397,18090533
BOL,BOG,720,32706,130987490
BOL,BOG,425,18025,71650600
BOL,BOG,1580,52312,209180223
BOL,BOG,2087,87374,349939114
BOL,BOG,304,5116,20934519
BOL,BOG,22,40,160594
BOL,BOG,46,98,391758
BOL,BOG,12,26,104363
BOL,BOG,187,7885,31806750
BOL,BOG,20,150,595731
BOL,BOG,47,241,962523
BOL,BOG,63,433,1733991
BOL,BOG,15,110,437254
BOL,BOG,467,1772,7088491
BOL,BOG,82,286,1143057
BOL,BOG,168,681,2715754
BOL,BOG,1439,3417,13663219
BOL,BOG,247,645,2581767
BOL,BOG,145,492,1966468
BOL,BOG,122,317,1266488
BOL,BOG,7,33,131206
BOL,BOG,2407,5418,21645025
BOL,BOG,633,2565,10223810
BOL,BOG,916,1884,7528198
BOL,BOG,14,157,624682
BOL,BOG,5,49,195447
BOL,BOG,93,593,2360676
BOL,BOG,5,16,63480
BOL,BOG,178,1591,6356354
BOL,BOG,6,29,115826
BOL,BOG,416,1869,7474174
BOL,BOG,50,110,442559
BOL,BOG,42,206,820431
BOL,BOG,7,36,144479
BOL,BOG,20,80,320004
BOL,BOG,354,1409,5622087
BOL,BOG,55,5042,20239075
BOL,BOG,4048,10,40051
BOL,BOG,1026,51937,213682481
BOL,BOG,109,11032,45389917
BOL,BOG,5,27,108802
BOL,BOG,54,360,1458820
BOL,BOG,42,237,964199
BOL,BOG,197,852,3466076
BOL,BOG,222,613,2493818
BOL,BOG,27,106,434155
BOL,BOG,307,692,2819587
BOL,BOG,5,22,87985
BOL,BOG,12,40,164021
BOL,BOG,208,524,2122094
BOL,BOG,117,303,1227288
BOL,BOG,17,71,287570
BOL,BOG,2340,5183,21171838
BOL,BOG,579,2550,10342876
BOL,BOG,284,522,2131287
BOL,BOG,5,45,182279
BOL,BOG,31,246,1007204
BOL,BOG,9,88,362048
BOL,BOG,142,1325,5386448
BOL,BOG,157,462,1872096
BOL,BOG,453,1634,6647793
BOL,BOG,22,78,319611
BOL,BOG,127,480,1957052
BOL,BOG,17,69,281061
BOL,BOG,208,1042,4232056
BOL,BOG,58,5228,21141943
BOL,BOG,44,4142,16587677
BOL,BOG,129,21867,86672178
BOL,BOG,10,11340,45780523
BOL,BOG,240,7620,30763388
BOL,BOG,19,237,955038
BOL,BOG,110,867,3498266
BOL,BOG,80,329,1326701
BOL,BOG,155,1387,5601238
BOL,BOG,477,1567,6326600
BOL,BOG,102,603,2434910
BOL,BOG,525,4913,19836087
BOL,BOG,40,1605,6379224
BOL,BOG,9,352,1400623
BOL,BOG,150,2220,8857556
BOL,BOG,70,1340,5346453
BOL,BOG,210,2,8359
BOL,BOG,10,10,39807
BOL,BOG,14,10,39011
BOL,BOG,200,34400,139669160
BOL,BOG,8,0,1009
BOL,BOG,1321,8368,34445978
BOL,BOG,56,635,2567662
BOL,BOG,974,4420,17571249
BOL,BOG,44,860,3419372
BOL,BOG,48,686,2726594
BOL,BOG,16,304,1225408
BOL,BOG,10,216,872840
BOL,BOG,522,3445,13932690
BOL,BOG,17,466,1882098
BOL,BOG,41,596,2368156
BOL,BOG,35,648,2614081
BOL,BOG,32,432,1778367
BOL,BOG,9,158,648363
BOL,BOG,1937,33126,134091155
BOL,BOG,52,676,2675453
BOL,BOG,204,3228,13000123
BOL,BOG,61,1094,4414667
BOL,BOG,173,2430,9890254
BOL,BOG,38,748,2974242
BOL,BOG,1455,18509,73597117
BOL,BOG,285,7481,30090848
BOL,BOG,152,2657,10718957
BOL,BOG,80,767,3055641
BOL,BOG,38,863,3428913
BOL,BOG,24,1100,4528661
BOL,BOG,8,108,430582
BOL,BOG,2,12,48534
BOL,BOG,6,2,6067
BOL,BOG,40,6,24267
BOL,BOG,4088,35495,143449012
BOL,BOG,192,7484,30175578
BOL,BOG,342,8788,35258766
BOL,BOG,6,167,676857
BOL,BOG,1592,14900,60202968
BOL,BOG,40,137,552156
BOL,BOG,21,100,402314
BOL,BOG,1655,15879,64260198
BOL,BOG,40,1817,7292178
BOL,BOG,1,20,80976
BOL,BOG,204,3098,12622356
BOL,BOG,163,333,1357765
BOL,BOG,353,6395,25930686
BOL,BOG,186,777,3145060
BOL,BOG,57,565,2301175
BOL,BOG,38,937,3771760
BOL,BOG,9,122,486958
BOL,BOG,58,947,3850303
BOL,BOG,15,485,1964113
BOL,BOG,139,12361,49938335
BOL,BOG,29,717,2862099
BOL,BOG,30,965,3927125
BOL,BOG,300,869,3579402
BOL,BOG,165,104,426307
BOL,BOG,189,2277,9120122
BOL,BOG,6,104,416406
BOL,BOG,4,1400,5764794
BOL,BOG,1,600,2470626
BOL,BOG,846,123085,487854309
BOL,BOG,19,1284,5090096
BOL,BOG,37,2597,10293589
BOL,BOG,0,23,89378
BOL,BOG,91,6326,25074852
BOL,BOG,8,1360,5600086
BOL,BOG,8,525,2082380
BOL,BOG,10,1062,4375067
BOL,BOG,835,695872,2790744524
BOL,BOG,30000,6201,25526975
BOL,BOG,115,2406,9599675
BOL,BOG,1,18,71818
BOL,BOG,202,7272,29014480
BOL,BUN,6103,42828,173886277
BOL,BUN,175,7703,31277325
BOL,BUN,107,3189,12949239
BOL,BUN,14,361,1467460
BOL,BUN,2246,14444,58644847
BOL,BUN,8,28,111735
BOL,BUN,715,2501,10152689
BOL,BUN,765,8480,34429057
BOL,BUN,75,3777,15336486
BOL,BUN,2,57,230332
BOL,BUN,463,4864,19749057
BOL,BUN,320,901,3660185
BOL,BUN,616,10884,44191728
BOL,BUN,719,3089,12543468
BOL,BUN,25,290,1178337
BOL,BUN,11,257,1044108
BOL,BUN,168,960,3897703
BOL,BUN,79,324,1317113
BOL,BUN,20,158,642194
BRA,BOG,24,27688,109582577
BRA,BOG,1,26,106977
BRA,BOG,52,78100,315877080
BRA,BOG,35,2367,9572425
BRA,BOG,4,670,2711116
BRA,BOG,5,459,1856268
BRA,BOG,75,9600,38448576
BRA,BOG,5,274,1106836
BRA,BOG,15,439,1777400
BRA,BOG,1,416,1682476
BRA,BOG,20,556,2250042
BRA,BOG,10,186,750499
BRA,BOG,14450,3672,14851441
BRA,BOG,53850,22942,90930241
BRA,BOG,16800,1848,7324677
BRA,BOG,21100,7066,28501429
BRA,BOG,15450,3625,14703939
BRA,BOG,704,70,287052
BRA,BOG,2880,288,1162711
BRA,BOG,4548,17522,69682190
BRA,BOG,50,840,3351308
BRA,BOG,10,269,1085600
BRA,BOG,34,473,1882817
BRA,BOG,2,204,812057
BRA,BOG,5,809,3266167
BRA,BOG,1,500,2058855
BRA,BOG,850,85,349910
BRA,BOG,92,136649,554376753
BRA,BOG,4,1786,7245167
BRA,BOG,20,13193,53523859
BRA,BOG,15,13024,52837587
BRA,BOG,672,3563,14667410
